Iterations,Total_loss,Avg_loss,Learning rate,Time
371,12.45055,9.698402,1.9e-05,12.096483
372,9.441964,9.672758,1.9e-05,11.787921
373,7.09678,9.41516,1.9e-05,11.436492
374,9.315494,9.405193,2e-05,11.708224
375,8.06194,9.270868,2e-05,11.331893
376,9.916485,9.33543,2e-05,11.522336
377,9.910414,9.392928,2e-05,11.83324
378,8.538642,9.3075,2e-05,11.383481
379,7.803832,9.157133,2.1e-05,11.484751
380,9.492962,9.190716,2.1e-05,11.773708
381,9.97934,9.269578,2.1e-05,11.875561
382,8.17247,9.159867,2.1e-05,11.656475
383,8.25285,9.069165,2.2e-05,11.357323
384,5.765186,8.738768,2.2e-05,11.170799
385,9.300053,8.794896,2.2e-05,11.544624
386,9.25121,8.840528,2.2e-05,11.693671
387,6.666865,8.623161,2.2e-05,11.37393
388,8.611724,8.622018,2.3e-05,11.646279
389,5.590665,8.318883,2.3e-05,11.063549
390,10.11924,8.498919,2.3e-05,11.932701
391,10.783148,8.727342,2.3e-05,11.837912
392,7.33688,8.588295,2.4e-05,11.544842
393,7.175924,8.447058,2.4e-05,11.320612
394,6.562401,8.258592,2.4e-05,11.275829
395,6.789449,8.111677,2.4e-05,11.337637
396,8.062879,8.106797,2.5e-05,11.544734
397,8.581467,8.154264,2.5e-05,11.507036
398,8.191382,8.157976,2.5e-05,11.731885
399,7.932223,8.135401,2.5e-05,11.553955
400,7.976577,8.119518,2.6e-05,11.466886
401,7.740819,8.081648,2.6e-05,11.307253
402,10.006619,8.274145,2.6e-05,11.938212
403,7.875674,8.234298,2.6e-05,11.412053
404,7.519549,8.162823,2.7e-05,11.286558
405,8.864795,8.23302,2.7e-05,11.772699
406,7.833994,8.193117,2.7e-05,11.616035
407,11.371158,8.510921,2.7e-05,12.077839
408,6.505057,8.310335,2.8e-05,11.130037
409,8.093432,8.288645,2.8e-05,11.381193
410,6.043892,8.06417,2.8e-05,11.456077
411,7.872283,8.044981,2.9e-05,11.554655
412,10.471372,8.287621,2.9e-05,12.015858
413,6.735773,8.132436,2.9e-05,11.406057
414,8.144204,8.133613,2.9e-05,11.634328
415,10.132861,8.333537,3e-05,11.779132
416,7.198961,8.220079,3e-05,11.514792
417,9.735773,8.371649,3e-05,11.887857
418,9.411954,8.475679,3.1e-05,11.922628
419,10.023331,8.630445,3.1e-05,11.946441
420,8.226462,8.590046,3.1e-05,11.908674
421,6.501228,8.381165,3.1e-05,11.375506
422,8.487116,8.39176,3.2e-05,11.783017
423,8.234955,8.37608,3.2e-05,11.764303
424,7.184364,8.256908,3.2e-05,11.684438
425,5.539486,7.985166,3.3e-05,11.146548
426,8.303473,8.016996,3.3e-05,11.778545
427,6.86097,7.901394,3.3e-05,11.48616
428,8.60247,7.971501,3.4e-05,11.880691
429,9.525971,8.126948,3.4e-05,11.972885
430,7.796309,8.093884,3.4e-05,11.860884
431,5.113002,7.795796,3.5e-05,11.335834
432,7.342182,7.750435,3.5e-05,11.524078
433,6.109322,7.586324,3.5e-05,11.485344
434,7.453866,7.573078,3.5e-05,11.543217
435,5.825138,7.398284,3.6e-05,11.295254
436,8.979151,7.556371,3.6e-05,11.807363
437,7.26795,7.527529,3.6e-05,11.411894
438,9.434642,7.71824,3.7e-05,11.74939
439,8.289649,7.775381,3.7e-05,11.92266
440,6.99952,7.697795,3.7e-05,11.378462
441,8.205962,7.748611,3.8e-05,11.833862
442,6.231164,7.596867,3.8e-05,11.372766
443,8.030937,7.640274,3.9e-05,11.704424
444,7.883688,7.664615,3.9e-05,11.60319
445,7.393764,7.63753,3.9e-05,11.683807
446,7.452123,7.618989,4e-05,11.916532
447,6.404515,7.497541,4e-05,11.58393
448,6.976976,7.445485,4e-05,11.455536
449,6.634878,7.364424,4.1e-05,11.390076
450,6.87564,7.315546,4.1e-05,11.398076
451,5.87038,7.17103,4.1e-05,11.349431
452,7.284104,7.182337,4.2e-05,11.672406
453,4.261495,6.890253,4.2e-05,11.014423
454,5.790686,6.780296,4.2e-05,11.400273
455,5.635292,6.665795,4.3e-05,11.287901
456,6.211991,6.620415,4.3e-05,11.546502
457,5.069283,6.465302,4.4e-05,11.423787
458,8.075227,6.626294,4.4e-05,11.932212
459,7.868613,6.750526,4.4e-05,11.805033
460,8.967639,6.972237,4.5e-05,11.96644
461,6.59925,6.934938,4.5e-05,11.58172
462,4.589473,6.700392,4.6e-05,11.160871
463,6.913038,6.721656,4.6e-05,11.551763
464,7.745193,6.82401,4.6e-05,11.81287
465,8.746681,7.016277,4.7e-05,12.034081
466,5.523353,6.866984,4.7e-05,11.52136
467,6.933881,6.873674,4.8e-05,11.499996
468,6.383965,6.824703,4.8e-05,11.445559
469,5.707412,6.712974,4.8e-05,11.316884
470,6.910159,6.732693,4.9e-05,11.678529
471,5.634181,6.622842,4.9e-05,11.484587
472,5.549911,6.515549,5e-05,11.466738
473,7.100307,6.574025,5e-05,11.573866
474,6.57666,6.574288,5e-05,11.849624
475,4.323771,6.349236,5.1e-05,11.278783
476,5.319474,6.24626,5.1e-05,11.492555
477,6.015491,6.223183,5.2e-05,11.68703
478,7.047493,6.305614,5.2e-05,11.60752
479,5.353722,6.210425,5.3e-05,11.482283
480,6.556229,6.245005,5.3e-05,11.725248
481,6.903029,6.310808,5.4e-05,11.818168
482,6.900712,6.369798,5.4e-05,11.812633
483,5.774544,6.310273,5.4e-05,11.419875
484,5.028818,6.182127,5.5e-05,11.426509
485,8.85114,6.449028,5.5e-05,12.064799
486,5.156375,6.319763,5.6e-05,11.502552
487,5.565992,6.244386,5.6e-05,11.334392
488,6.467591,6.266706,5.7e-05,11.742531
489,6.259619,6.265998,5.7e-05,11.541201
490,6.003583,6.239757,5.8e-05,11.609037
491,6.100201,6.225801,5.8e-05,11.527586
492,8.328431,6.436064,5.9e-05,12.005391
493,6.755687,6.468026,5.9e-05,11.818336
494,5.556251,6.376849,6e-05,11.406358
495,3.783652,6.117529,6e-05,11.30587
496,5.607654,6.066541,6.1e-05,11.454422
497,4.564235,5.91631,6.1e-05,11.388461
498,6.3737,5.962049,6.2e-05,11.46051
499,5.350557,5.9009,6.2e-05,11.364256
500,8.981804,6.208991,6.3e-05,12.207446
501,6.303314,6.218423,6.3e-05,11.748658
502,6.481472,6.244728,6.4e-05,11.749164
503,5.961983,6.216454,6.4e-05,11.378482
504,4.009707,5.995779,6.5e-05,11.084928
505,6.262042,6.022405,6.5e-05,11.432297
506,4.025881,5.822753,6.6e-05,11.129791
507,5.40291,5.780769,6.6e-05,11.485443
508,5.289818,5.731674,6.7e-05,11.549828
509,6.727052,5.831212,6.7e-05,11.4508
510,6.559849,5.904075,6.8e-05,11.860974
511,5.008387,5.814507,6.8e-05,11.623643
512,4.681069,5.701163,6.9e-05,11.306467
513,4.952625,5.626309,6.9e-05,11.34668
514,5.952233,5.658901,7e-05,11.63404
515,8.607251,5.953736,7e-05,12.257956
516,5.223706,5.880733,7.1e-05,11.460455
517,5.781989,5.870859,7.1e-05,11.673871
518,4.923841,5.776157,7.2e-05,11.403688
519,6.397283,5.83827,7.3e-05,11.879906
520,4.762902,5.730733,7.3e-05,11.387047
521,6.778622,5.835522,7.4e-05,11.877435
522,5.518807,5.80385,7.4e-05,11.473132
523,6.455688,5.869034,7.5e-05,11.988551
524,4.76654,5.758784,7.5e-05,11.367147
525,5.470102,5.729916,7.6e-05,11.546621
526,4.841362,5.641061,7.7e-05,11.555468
527,4.588187,5.535773,7.7e-05,11.513816
528,5.005796,5.482776,7.8e-05,11.393399
529,5.224573,5.456955,7.8e-05,11.547219
530,6.317483,5.543008,7.9e-05,11.866341
531,5.163821,5.50509,8e-05,11.621641
532,5.970854,5.551666,8e-05,11.899172
533,4.780219,5.474522,8.1e-05,11.467208
534,4.431449,5.370214,8.1e-05,11.492069
535,6.376595,5.470852,8.2e-05,11.710883
536,5.806378,5.504405,8.3e-05,11.607301
537,3.92092,5.346056,8.3e-05,11.385979
538,4.131496,5.2246,8.4e-05,11.224317
539,5.497962,5.251936,8.4e-05,11.578874
540,5.159606,5.242703,8.5e-05,11.515406
541,5.140113,5.232444,8.6e-05,11.565266
542,5.394103,5.24861,8.6e-05,11.524333
543,4.711337,5.194883,8.7e-05,11.367344
544,5.180115,5.193406,8.8e-05,11.484293
545,4.397865,5.113852,8.8e-05,11.553306
546,5.281752,5.130642,8.9e-05,11.795418
547,5.328886,5.150466,9e-05,11.723953
548,5.348306,5.17025,9e-05,11.725101
549,4.847659,5.137991,9.1e-05,11.387726
550,6.94312,5.318504,9.2e-05,11.930109
551,4.954955,5.282149,9.2e-05,11.421619
552,3.914082,5.145343,9.3e-05,11.212884
553,5.18458,5.149267,9.4e-05,11.553543
554,4.065754,5.040915,9.4e-05,11.336695
555,5.175055,5.054329,9.5e-05,11.527256
556,5.627258,5.111622,9.6e-05,11.659042
557,6.034115,5.203872,9.6e-05,11.696973
558,3.59124,5.042609,9.7e-05,11.234998
559,4.604396,4.998787,9.8e-05,11.371876
560,4.634355,4.962344,9.8e-05,11.673978
561,4.883949,4.954504,9.9e-05,11.526727
562,4.975478,4.956602,0.0001,11.666205
563,3.779955,4.838937,0.0001,11.392477
564,4.700185,4.825062,0.000101,11.681593
565,5.946695,4.937225,0.000102,11.786652
566,5.43153,4.986656,0.000103,11.552666
567,3.602174,4.848207,0.000103,11.167078
568,3.695166,4.732903,0.000104,11.247721
569,4.40858,4.700471,0.000105,11.438612
570,4.709898,4.701414,0.000106,11.545465
571,3.72834,4.604107,0.000106,11.362099
572,4.000273,4.543724,0.000107,11.16406
573,5.351411,4.624492,0.000108,11.499145
574,5.2126,4.683303,0.000109,11.709305
575,6.531696,4.868142,0.000109,12.038164
576,5.503038,4.931632,0.00011,11.647576
577,4.334198,4.871888,0.000111,11.558925
578,5.784294,4.963129,0.000112,11.925126
579,6.245209,5.091337,0.000112,11.958542
580,4.880234,5.070227,0.000113,11.677631
581,4.781578,5.041362,0.000114,11.402009
582,5.58804,5.09603,0.000115,11.696824
583,5.543914,5.140818,0.000116,11.828179
584,6.199469,5.246683,0.000116,12.100537
585,4.71228,5.193243,0.000117,11.633554
586,6.356266,5.309546,0.000118,12.124521
587,4.137625,5.192353,0.000119,11.449192
588,4.23924,5.097042,0.00012,11.484633
589,4.143359,5.001674,0.00012,11.631095
590,4.104594,4.911966,0.000121,11.297562
591,3.557008,4.77647,0.000122,11.446262
592,4.233054,4.722128,0.000123,11.583161
593,5.463582,4.796274,0.000124,11.783237
594,4.878367,4.804483,0.000124,11.540236
595,4.71799,4.795834,0.000125,11.576076
596,4.53637,4.769887,0.000126,11.354797
597,3.663284,4.659227,0.000127,11.395956
598,4.105048,4.603809,0.000128,11.382523
599,6.056715,4.7491,0.000129,11.782544
600,4.561837,4.730373,0.00013,11.64537
601,5.031839,4.76052,0.00013,11.751833
602,4.62908,4.747376,0.000131,11.754561
603,5.130096,4.785648,0.000132,11.835026
604,4.329795,4.740063,0.000133,11.665644
605,3.64856,4.630912,0.000134,11.335349
606,4.281842,4.596005,0.000135,11.648651
607,4.267934,4.563198,0.000136,11.646859
